Date,Away Team,Home Team,Away Final,Home Final,Away Record After,Home Record After,Away Rank Prior,Home Rank Prior
"Week 9, 2019",boston college,clemson,-52.0,52.0,(4-4),(8-0),Unranked,4
"Week 9, 2019",louisiana tech,utep,21.0,-21.0,(7-1),(1-6),Unranked,Unranked
"Week 9, 2019",california,utah,-35.0,35.0,(4-4),(7-1),Unranked,12
"Week 9, 2019",utah state,air force,-24.0,24.0,(4-3),(6-2),Unranked,Unranked
"Week 9, 2019",san diego state,unlv,3.0,-3.0,(7-1),(2-6),Unranked,Unranked
"Week 9, 2019",washington state,oregon,-2.0,2.0,(4-4),(7-1),Unranked,11
"Week 9, 2019",usc,colorado,4.0,-4.0,(5-3),(3-5),Unranked,Unranked
"Week 9, 2019",smu,houston,3.0,-3.0,(8-0),(3-5),16,Unranked
"Week 10, 2019",fresno state,hawaii,3.0,-3.0,(4-4),(5-4),Unranked,Unranked
"Week 10, 2019",boston college,syracuse,31.0,-31.0,(5-4),(3-6),Unranked,Unranked
"Week 10, 2019",houston,ucf,-15.0,15.0,(3-6),(7-2),Unranked,Unranked
"Week 10, 2019",utsa,texas a&m,-31.0,31.0,(3-5),(6-3),Unranked,Unranked
"Week 10, 2019",fcs_team,central michigan,-38.0,38.0,(3-6),(6-4),Unranked,Unranked
"Week 10, 2019",nebraska,purdue,-4.0,4.0,(4-5),(3-6),Unranked,Unranked
"Week 10, 2019",nc state,wake forest,-34.0,34.0,(4-4),(7-1),Unranked,23
"Week 10, 2019",old dominion,fiu,-7.0,7.0,(1-8),(5-4),Unranked,Unranked
"Week 10, 2019",fcs_team,massachusetts,42.0,-42.0,(6-3),(1-8),Unranked,Unranked
"Week 10, 2019",buffalo,eastern michigan,29.0,-29.0,(5-4),(4-5),Unranked,Unranked
"Week 10, 2019",michigan,maryland,31.0,-31.0,(7-2),(3-6),14,Unranked
"Week 10, 2019",akron,bowling green,-29.0,29.0,(0-9),(3-6),Unranked,Unranked
"Week 10, 2019",virginia tech,notre dame,-1.0,1.0,(5-3),(6-2),Unranked,16
"Week 10, 2019",troy,fcs_team,-1.0,1.0,(3-5),(4-4),Unranked,Unranked
"Week 10, 2019",utep,north texas,-26.0,26.0,(1-7),(4-5),Unranked,Unranked
"Week 10, 2019",tcu,oklahoma state,-7.0,7.0,(4-4),(6-3),Unranked,Unranked
"Week 10, 2019",army,air force,-4.0,4.0,(3-6),(7-2),Unranked,Unranked
"Week 10, 2019",unlv,colorado state,-20.0,20.0,(2-7),(4-5),Unranked,Unranked
"Week 10, 2019",arkansas state,fcs_team,7.0,-7.0,(5-4),(3-5),Unranked,Unranked
"Week 10, 2019",marshall,rice,13.0,-13.0,(6-3),(0-9),Unranked,Unranked
"Week 10, 2019",kansas state,kansas,28.0,-28.0,(6-2),(3-6),22,Unranked
"Week 10, 2019",fcs_team,charlotte,-14.0,14.0,(3-6),(4-5),Unranked,Unranked
"Week 10, 2019",georgia,florida,7.0,-7.0,(7-1),(7-2),8,6
"Week 10, 2019",fcs_team,florida state,17.0,-17.0,(5-4),(4-5),Unranked,Unranked
"Week 10, 2019",rutgers,illinois,-28.0,28.0,(2-7),(5-4),Unranked,Unranked
"Week 10, 2019",fau,western kentucky,11.0,-11.0,(6-3),(5-4),Unranked,Unranked
"Week 10, 2019",utah,washington,5.0,-5.0,(8-1),(5-4),9,Unranked
"Week 10, 2019",tulsa,tulane,-12.0,12.0,(2-7),(6-3),Unranked,Unranked
"Week 10, 2019",fcs_team,clemson,-45.0,45.0,(5-3),(9-0),Unranked,4
"Week 10, 2019",fcs_team,arkansas,30.0,-30.0,(4-5),(2-7),Unranked,Unranked
"Week 10, 2019",pittsburgh,georgia tech,10.0,-10.0,(6-3),(2-6),Unranked,Unranked
"Week 10, 2019",oregon state,arizona,18.0,-18.0,(4-4),(4-5),Unranked,Unranked
"Week 10, 2019",texas state,fcs_team,-28.0,28.0,(2-6),(6-2),Unranked,Unranked
"Week 10, 2019",ole miss,auburn,-6.0,6.0,(3-6),(7-2),Unranked,11
"Week 10, 2019",cincinnati,east carolina,3.0,-3.0,(7-1),(3-6),17,Unranked
"Week 10, 2019",fcs_team,tennessee,-23.0,23.0,(6-2),(4-5),Unranked,Unranked
"Week 10, 2019",northwestern,indiana,-31.0,31.0,(1-7),(7-2),Unranked,Unranked
"Week 10, 2019",smu,memphis,-6.0,6.0,(8-1),(8-1),15,24
"Week 10, 2019",vanderbilt,south carolina,-17.0,17.0,(2-6),(4-5),Unranked,Unranked
"Week 10, 2019",virginia,north carolina,7.0,-7.0,(6-3),(4-5),Unranked,Unranked
"Week 10, 2019",oregon,usc,32.0,-32.0,(8-1),(5-4),7,Unranked
"Week 10, 2019",colorado,ucla,-17.0,17.0,(3-6),(4-5),Unranked,Unranked
"Week 10, 2019",brigham young,utah state,28.0,-28.0,(4-4),(4-4),Unranked,Unranked
"Week 10, 2019",boise state,san jose state,10.0,-10.0,(7-1),(4-5),21,Unranked
"Week 10, 2019",new mexico,nevada,-11.0,11.0,(2-7),(5-4),Unranked,Unranked
"Week 10, 2019",navy,connecticut,46.0,-46.0,(7-1),(2-7),Unranked,Unranked
"Week 10, 2019",west virginia,baylor,-3.0,3.0,(3-5),(8-0),Unranked,12
"Week 10, 2019",georgia southern,fcs_team,3.0,-3.0,(5-3),(7-1),Unranked,20
"Week 11, 2019",penn state,minnesota,-5.0,5.0,(8-1),(9-0),4,17
"Week 11, 2019",purdue,northwestern,2.0,-2.0,(4-6),(1-8),Unranked,Unranked
"Week 11, 2019",east carolina,smu,-8.0,8.0,(3-7),(9-1),Unranked,25
"Week 11, 2019",massachusetts,army,-56.0,56.0,(1-9),(4-6),Unranked,Unranked
"Week 11, 2019",western kentucky,arkansas,26.0,-26.0,(6-4),(2-8),Unranked,Unranked
"Week 11, 2019",baylor,tcu,0.0,0.0,(9-0),(4-5),12,Unranked
"Week 11, 2019",florida state,boston college,7.0,-7.0,(5-5),(5-5),Unranked,Unranked
"Week 11, 2019",texas tech,west virginia,21.0,-21.0,(4-5),(3-6),Unranked,Unranked
"Week 11, 2019",vanderbilt,florida,-56.0,56.0,(2-7),(8-2),Unranked,10
"Week 11, 2019",maryland,ohio state,-59.0,59.0,(3-7),(9-0),Unranked,1
"Week 11, 2019",georgia tech,virginia,-5.0,5.0,(2-7),(7-3),Unranked,Unranked
"Week 11, 2019",utsa,old dominion,1.0,-1.0,(4-5),(1-9),Unranked,Unranked
"Week 11, 2019",charlotte,utep,7.0,-7.0,(5-5),(1-8),Unranked,Unranked
"Week 11, 2019",stanford,colorado,-3.0,3.0,(4-5),(4-6),Unranked,Unranked
"Week 11, 2019",south alabama,texas state,-2.0,2.0,(1-8),(3-6),Unranked,Unranked
"Week 11, 2019",fcs_team,southern miss,-35.0,35.0,(6-3),(6-3),Unranked,Unranked
"Week 11, 2019",kansas state,texas,-3.0,3.0,(6-3),(6-3),16,Unranked
"Week 11, 2019",usc,arizona state,5.0,-5.0,(6-4),(5-4),Unranked,Unranked
"Week 11, 2019",georgia southern,troy,-21.0,21.0,(5-4),(4-5),Unranked,Unranked
"Week 11, 2019",lsu,alabama,5.0,-5.0,(9-0),(8-1),2,3
"Week 11, 2019",wake forest,virginia tech,-19.0,19.0,(7-2),(6-3),19,Unranked
"Week 11, 2019",connecticut,cincinnati,-45.0,45.0,(2-8),(8-1),Unranked,20
"Week 11, 2019",louisville,fcs_team,-25.0,25.0,(5-4),(6-4),Unranked,Unranked
"Week 11, 2019",illinois,michigan state,3.0,-3.0,(6-4),(4-5),Unranked,Unranked
"Week 11, 2019",iowa,wisconsin,-2.0,2.0,(6-3),(7-2),18,13
"Week 11, 2019",new mexico state,ole miss,-38.0,38.0,(0-9),(4-6),Unranked,Unranked
"Week 11, 2019",north texas,louisiana tech,-35.0,35.0,(4-6),(8-1),Unranked,Unranked
"Week 11, 2019",fcs_team,fcs_team,-14.0,14.0,(6-3),(4-5),Unranked,Unranked
"Week 11, 2019",fiu,fau,-30.0,30.0,(5-5),(7-3),Unranked,Unranked
"Week 11, 2019",utah state,fresno state,2.0,-2.0,(5-4),(4-5),Unranked,Unranked
"Week 11, 2019",washington state,california,-13.0,13.0,(4-5),(5-4),Unranked,Unranked
"Week 11, 2019",missouri,georgia,-27.0,27.0,(5-4),(8-1),Unranked,6
"Week 11, 2019",fcs_team,south carolina,5.0,-5.0,(8-1),(4-6),Unranked,Unranked
"Week 11, 2019",fcs_team,brigham young,-7.0,7.0,(6-4),(5-4),Unranked,Unranked
"Week 11, 2019",tennessee,kentucky,4.0,-4.0,(5-5),(4-5),Unranked,Unranked
"Week 11, 2019",clemson,nc state,45.0,-45.0,(10-0),(4-5),5,Unranked
"Week 11, 2019",notre dame,duke,31.0,-31.0,(7-2),(4-5),15,Unranked
"Week 11, 2019",iowa state,oklahoma,-1.0,1.0,(5-4),(8-1),Unranked,9
"Week 11, 2019",wyoming,boise state,-3.0,3.0,(6-3),(8-1),Unranked,22
"Week 11, 2019",nevada,san diego state,4.0,-4.0,(6-4),(7-2),Unranked,Unranked
"Week 11, 2019",san jose state,hawaii,-2.0,2.0,(4-6),(6-4),Unranked,Unranked
"Week 11, 2019",ucf,tulsa,-3.0,3.0,(7-3),(3-7),Unranked,Unranked
"Week 11, 2019",washington,oregon state,12.0,-12.0,(6-4),(4-5),Unranked,Unranked
"Week 11, 2019",ul lafayette,fcs_team,41.0,-41.0,(7-2),(4-5),Unranked,Unranked
"Week 11, 2019",temple,south florida,10.0,-10.0,(6-3),(4-5),Unranked,Unranked
"Week 11, 2019",fcs_team,ohio,3.0,-3.0,(5-4),(4-5),Unranked,Unranked
"Week 11, 2019",kent state,toledo,-2.0,2.0,(3-6),(6-3),Unranked,Unranked
"Week 11, 2019",ball state,western michigan,-4.0,4.0,(4-5),(6-4),Unranked,Unranked
"Week 12, 2019",wisconsin,nebraska,16.0,-16.0,(8-2),(4-6),14,Unranked
"Week 12, 2019",massachusetts,northwestern,-39.0,39.0,(1-10),(2-8),Unranked,Unranked
"Week 12, 2019",kansas,oklahoma state,-18.0,18.0,(3-7),(7-3),Unranked,22
"Week 12, 2019",fcs_team,army,-41.0,41.0,(4-7),(5-6),Unranked,Unranked
"Week 12, 2019",florida,missouri,17.0,-17.0,(9-2),(5-5),11,Unranked
"Week 12, 2019",tcu,texas tech,2.0,-2.0,(5-5),(4-6),Unranked,Unranked
"Week 12, 2019",alabama,fcs_team,31.0,-31.0,(9-1),(4-6),5,Unranked
"Week 12, 2019",michigan state,michigan,-34.0,34.0,(4-6),(8-2),Unranked,15
"Week 12, 2019",fcs_team,florida state,-37.0,37.0,(5-5),(6-5),Unranked,Unranked
"Week 12, 2019",tulane,temple,-8.0,8.0,(6-4),(7-3),Unranked,Unranked
"Week 12, 2019",indiana,penn state,-7.0,7.0,(7-3),(9-1),Unranked,9
"Week 12, 2019",utep,fcs_team,-27.0,27.0,(1-9),(7-3),Unranked,Unranked
"Week 12, 2019",navy,notre dame,-32.0,32.0,(7-2),(8-2),23,16
"Week 12, 2019",fcs_team,brigham young,-32.0,32.0,(3-8),(6-4),Unranked,Unranked
"Week 12, 2019",troy,texas state,36.0,-36.0,(5-5),(3-7),Unranked,Unranked
"Week 12, 2019",fcs_team,georgia southern,-22.0,22.0,(4-6),(6-4),Unranked,Unranked
"Week 12, 2019",fcs_team,fcs_team,-1.0,1.0,(4-6),(6-4),Unranked,Unranked
"Week 12, 2019",memphis,houston,18.0,-18.0,(9-1),(3-7),18,Unranked
"Week 12, 2019",georgia,auburn,7.0,-7.0,(9-1),(7-3),4,12
"Week 12, 2019",west virginia,kansas state,4.0,-4.0,(4-6),(6-4),Unranked,24
"Week 12, 2019",kentucky,vanderbilt,24.0,-24.0,(5-5),(2-8),Unranked,Unranked
"Week 12, 2019",texas,iowa state,-2.0,2.0,(6-4),(6-4),19,Unranked
"Week 12, 2019",ohio state,rutgers,35.0,-35.0,(10-0),(2-8),2,Unranked
"Week 12, 2019",central michigan,ball state,1.0,-1.0,(7-4),(4-6),Unranked,Unranked
"Week 12, 2019",wake forest,clemson,-49.0,49.0,(7-3),(11-0),Unranked,3
"Week 12, 2019",virginia tech,georgia tech,45.0,-45.0,(7-3),(2-8),Unranked,Unranked
"Week 12, 2019",hawaii,unlv,14.0,-14.0,(7-4),(2-8),Unranked,Unranked
"Week 12, 2019",wyoming,utah state,-5.0,5.0,(6-4),(6-4),Unranked,Unranked
"Week 12, 2019",minnesota,iowa,-4.0,4.0,(9-1),(7-3),8,20
"Week 12, 2019",fcs_team,new mexico state,-13.0,13.0,(5-6),(1-9),Unranked,Unranked
"Week 12, 2019",syracuse,duke,43.0,-43.0,(4-6),(4-6),Unranked,Unranked
"Week 12, 2019",stanford,washington state,-27.0,27.0,(4-6),(5-5),Unranked,Unranked
"Week 12, 2019",rice,fcs_team,3.0,-3.0,(1-9),(3-7),Unranked,Unranked
"Week 12, 2019",fcs_team,south alabama,10.0,-10.0,(8-2),(1-9),Unranked,Unranked
"Week 12, 2019",southern miss,utsa,19.0,-19.0,(7-3),(4-6),Unranked,Unranked
"Week 12, 2019",cincinnati,south florida,3.0,-3.0,(9-1),(4-6),17,Unranked
"Week 12, 2019",air force,colorado state,17.0,-17.0,(8-2),(4-6),Unranked,Unranked
"Week 12, 2019",lsu,ole miss,21.0,-21.0,(10-0),(4-7),1,Unranked
"Week 12, 2019",south carolina,texas a&m,-24.0,24.0,(4-7),(7-3),Unranked,Unranked
"Week 12, 2019",arizona state,oregon state,-1.0,1.0,(5-5),(5-5),Unranked,Unranked
"Week 12, 2019",oklahoma,baylor,3.0,-3.0,(9-1),(9-1),10,13
"Week 12, 2019",fcs_team,fcs_team,29.0,-29.0,(9-1),(6-4),25,Unranked
"Week 12, 2019",louisville,nc state,14.0,-14.0,(6-4),(4-6),Unranked,Unranked
"Week 12, 2019",ucla,utah,-46.0,46.0,(4-6),(9-1),Unranked,7
"Week 12, 2019",new mexico,boise state,-33.0,33.0,(2-8),(9-1),Unranked,21
"Week 12, 2019",arizona,oregon,-28.0,28.0,(4-6),(9-1),Unranked,6
"Week 12, 2019",usc,california,24.0,-24.0,(7-4),(5-5),Unranked,Unranked
"Week 12, 2019",louisiana tech,marshall,-21.0,21.0,(8-2),(7-3),Unranked,Unranked
"Week 12, 2019",fresno state,san diego state,-10.0,10.0,(4-6),(8-2),Unranked,Unranked
"Week 12, 2019",buffalo,kent state,-3.0,3.0,(5-5),(4-6),Unranked,Unranked
"Week 12, 2019",north carolina,pittsburgh,-7.0,7.0,(4-6),(7-3),Unranked,Unranked
"Week 12, 2019",fcs_team,toledo,3.0,-3.0,(4-6),(6-4),Unranked,Unranked
"Week 12, 2019",bowling green,fcs_team,-41.0,41.0,(3-7),(6-4),Unranked,Unranked
"Week 12, 2019",eastern michigan,akron,28.0,-28.0,(5-5),(0-10),Unranked,Unranked
"Week 12, 2019",western michigan,ohio,3.0,-3.0,(7-4),(4-6),Unranked,Unranked
